"datetime","city","country","shape"
2012-09-27,"san jose","us","fireball"
2008-10-25,"san jose del cabo (baja&#44 mexico)","","fireball"
2012-09-29,"san juan (puerto rico)","","fireball"
2007-06-20,"san juan bautista","us","fireball"
2014-04-30,"san marcos","us","fireball"
1999-02-02,"san miguel","us","fireball"
2013-12-31,"san pablo (philippines)","","fireball"
2013-10-19,"san pedro sul (honduras)","","fireball"
2005-04-19,"san pedro town&#44 ambergris caye&#44 belize","","fireball"
1999-01-11,"san ramon","us","fireball"
2013-12-24,"san tan valley","","fireball"
2014-01-07,"san tan valley","","fireball"
2013-09-21,"san tan valley","","fireball"
2012-07-04,"sand springs","us","fireball"
2012-11-30,"sandwich","us","fireball"
2011-08-05,"sandwich","us","fireball"
2012-08-14,"sandy","","fireball"
2013-04-05,"sandy/draper","","fireball"
2013-12-25,"sanford","us","fireball"
NA,"sanford","us","fireball"
2012-10-22,"santa ana","us","fireball"
2012-10-19,"santa barbara","us","fireball"
2009-01-19,"santa barbara","us","fireball"
2000-04-09,"santa barbara","us","fireball"
2008-06-20,"santa barbara","us","fireball"
2011-09-09,"santa barbara","us","fireball"
2012-12-25,"santa clarita","us","fireball"
1998-04-02,"santa clarita","us","fireball"
2013-12-31,"santa cruz","us","fireball"
1999-04-20,"santa cruz","us","fireball"
1998-04-21,"santa cruz","us","fireball"
1999-04-28,"santa cruz","us","fireball"
2013-06-13,"santa cruz","us","fireball"
2013-12-25,"santa cruz/pescadero","","fireball"
2006-10-01,"santa fe","us","fireball"
2008-02-22,"santa fe","us","fireball"
1998-05-28,"santa fe","us","fireball"
2013-08-14,"santa fe","us","fireball"
2012-02-06,"santa maria","us","fireball"
2013-12-14,"santa maria/orcutt","","fireball"
2001-03-07,"santa monica","us","fireball"
2010-09-22,"santa monica","us","fireball"
2008-11-16,"santa rosa","us","fireball"
2012-03-22,"santa rosa","us","fireball"
2009-08-23,"santa rosa","us","fireball"
2009-08-23,"santa rosa","us","fireball"
2008-09-27,"santa rosa","us","fireball"
2014-05-05,"santa rosa beach","us","fireball"
2002-05-04,"santa ynez","us","fireball"
2011-10-24,"santee","us","fireball"
2011-07-19,"sapulpa","us","fireball"
2013-10-18,"sarasota","us","fireball"
2008-01-10,"sarasota","us","fireball"
2002-12-21,"sarasota","us","fireball"
2008-12-25,"sarasota","us","fireball"
2013-12-29,"sarasota","us","fireball"
2012-12-30,"sarasota","us","fireball"
2014-01-27,"sarasota","us","fireball"
2006-01-30,"sarasota","us","fireball"
2012-07-04,"sarasota","us","fireball"
2003-09-09,"sarasota","us","fireball"
2011-11-24,"saratoga springs","us","fireball"
2013-06-01,"sarnia (canada)","ca","fireball"
2011-07-22,"sarnia (canada)","ca","fireball"
2004-03-21,"saskatoon (canada)","ca","fireball"
2012-11-24,"satellite beach","us","fireball"
2013-12-08,"satellite beach","us","fireball"
2009-08-16,"saugus","us","fireball"
2012-02-26,"sauk city","us","fireball"
2001-09-16,"sault ste. marie","","fireball"
2008-11-20,"savannah","us","fireball"
1999-09-03,"savannah","us","fireball"
1998-10-04,"savannah (central)","us","fireball"
2007-03-11,"scarborough (canada)","ca","fireball"
2005-03-04,"scarborough (canada)","ca","fireball"
2005-03-05,"scarborough (canada)","ca","fireball"
2004-07-02,"scarborough (canada)","ca","fireball"
2012-04-27,"schaumburg","us","fireball"
2012-09-12,"schenectady","us","fireball"
2013-08-07,"schererville","us","fireball"
2013-01-25,"schoharie","us","fireball"
2012-01-10,"scotts mills","us","fireball"
2002-11-01,"scottsdale","us","fireball"
2013-01-14,"scottsdale","us","fireball"
2000-02-15,"scottsdale","us","fireball"
2004-02-23,"scottsdale","us","fireball"
2014-05-02,"scottsdale","us","fireball"
1981-05-09,"scottsdale","us","fireball"
2000-07-12,"scottsdale","us","fireball"
2001-07-21,"scottsdale","us","fireball"
2012-08-28,"scottsdale","us","fireball"
1998-09-23,"scottsdale","us","fireball"
1995-09-28,"scottsdale","us","fireball"
2000-09-30,"scottsdale","us","fireball"
1998-01-29,"scranton","us","fireball"
2010-06-26,"scranton","us","fireball"
2011-09-25,"scranton","us","fireball"
2011-04-26,"screven","us","fireball"
2009-09-19,"sea girt","us","fireball"
2011-10-12,"seaford","us","fireball"
2014-05-07,"seagrove beach","us","fireball"
2011-02-06,"seaside","us","fireball"
2011-08-06,"seaside","us","fireball"
2000-01-29,"seatac","us","fireball"
2001-10-15,"seattle","us","fireball"
1998-10-26,"seattle","us","fireball"
2004-10-31,"seattle","us","fireball"
2011-10-31,"seattle","us","fireball"
2010-10-03,"seattle","us","fireball"
2011-11-14,"seattle","us","fireball"
2008-11-15,"seattle","us","fireball"
2008-11-09,"seattle","us","fireball"
2003-12-18,"seattle","us","fireball"
2007-01-02,"seattle","us","fireball"
2009-12-02,"seattle","us","fireball"
2011-12-26,"seattle","us","fireball"
2001-01-25,"seattle","us","fireball"
2000-01-26,"seattle","us","fireball"
2014-01-27,"seattle","us","fireball"
2002-02-11,"seattle","us","fireball"
2004-02-13,"seattle","us","fireball"
2011-02-02,"seattle","us","fireball"
2009-02-25,"seattle","us","fireball"
2000-02-08,"seattle","us","fireball"
2013-02-09,"seattle","us","fireball"
2014-03-13,"seattle","us","fireball"
2012-03-18,"seattle","us","fireball"
2013-03-02,"seattle","us","fireball"
2013-03-09,"seattle","us","fireball"
2000-04-28,"seattle","us","fireball"
2012-04-08,"seattle","us","fireball"
1998-05-10,"seattle","us","fireball"
2012-06-15,"seattle","us","fireball"
2010-07-10,"seattle","us","fireball"
2010-07-13,"seattle","us","fireball"
2003-07-15,"seattle","us","fireball"
2010-07-17,"seattle","us","fireball"
2010-07-17,"seattle","us","fireball"
2011-07-25,"seattle","us","fireball"
2006-07-31,"seattle","us","fireball"
2001-07-03,"seattle","us","fireball"
2010-07-03,"seattle","us","fireball"
2012-07-04,"seattle","us","fireball"
2012-07-07,"seattle","us","fireball"
2012-07-07,"seattle","us","fireball"
2010-07-08,"seattle","us","fireball"
2012-08-10,"seattle","us","fireball"
2012-08-06,"seattle","us","fireball"
2012-09-01,"seattle","us","fireball"
2013-09-14,"seattle","us","fireball"
1998-09-23,"seattle","us","fireball"
2002-09-28,"seattle","us","fireball"
2006-09-29,"seattle","us","fireball"
1998-10-23,"seattle (i-5 at about ne 65th)","us","fireball"
1999-01-05,"seattle (north)","us","fireball"
2001-03-13,"seattle (skyway area)","us","fireball"
1994-03-08,"seattle (university district)","us","fireball"
2013-08-28,"seattle (west seattle/seatac)","us","fireball"
2001-11-10,"sebastian","us","fireball"
2013-12-03,"sebastian","us","fireball"
2011-11-07,"sebastopol","us","fireball"
2007-01-22,"sebring","us","fireball"
2012-08-07,"sebring","us","fireball"
1998-10-02,"sedona","us","fireball"
2013-08-30,"sedona","us","fireball"
2000-09-01,"sedona","us","fireball"
2012-09-22,"sedona (south of)","us","fireball"
2010-05-14,"sedro wooley","","fireball"
2012-07-01,"sedro woolley","","fireball"
2010-07-22,"sedro woolley","","fireball"
2013-07-06,"seeley lake","","fireball"
1997-01-16,"seguin","us","fireball"
2013-12-31,"selah","us","fireball"
2005-05-11,"selinsgrove","us","fireball"
2013-04-27,"selleck","us","fireball"
2013-10-18,"sellersburg","us","fireball"
2012-07-05,"sellersburg","us","fireball"
NA,"seminole","us","fireball"
2012-09-15,"seneca","us","fireball"
2008-07-26,"seneca falls","us","fireball"
2012-07-21,"senecaville","us","fireball"
1999-01-01,"seoul (korea)","","fireball"
2011-11-27,"seoul (south korea)","","fireball"
2013-04-07,"sequim","us","fireball"
2013-08-24,"seven devils","us","fireball"
2009-09-04,"seven hills","us","fireball"
1998-12-17,"severn","us","fireball"
2012-07-29,"sevierville","us","fireball"
2012-07-21,"sewickley","us","fireball"
2013-09-04,"seymour","us","fireball"
2003-03-11,"shabaqua (thunder bay)  (canada)","ca","fireball"
2013-04-20,"shady side","us","fireball"
1999-01-17,"shah alam/selangor (malaysia)","","fireball"
2000-05-15,"shakopee","us","fireball"
1998-09-12,"shalimar","us","fireball"
2010-02-13,"sharjah (u.a.e.)","","fireball"
2012-07-07,"sharon","us","fireball"
2010-07-04,"sharps chapel","us","fireball"
1999-09-09,"shasta/sand flat","","fireball"
2007-01-03,"shattuck","us","fireball"
2009-07-04,"shavehead lake","","fireball"
2012-04-22,"shaver lake","us","fireball"
2012-07-18,"shawano","us","fireball"
2011-08-16,"shawnee","us","fireball"
1999-02-24,"sheboygan falls/kohler","","fireball"
2009-01-01,"sheffield (uk/england)","gb","fireball"
2001-01-13,"sheffield (uk/england)","gb","fireball"
2013-10-04,"shelby","us","fireball"
2004-12-01,"shelby","us","fireball"
2012-07-29,"shelbyville","us","fireball"
2012-07-29,"shelbyville","us","fireball"
1988-03-06,"shell beach","us","fireball"
2011-12-19,"shelton","us","fireball"
2008-02-24,"shelton","us","fireball"
2012-10-02,"shepherdsville","us","fireball"
2009-02-23,"shepshed","","fireball"
1993-06-01,"sherbrooke (canada)","ca","fireball"
2008-04-17,"sherman oaks","us","fireball"
2012-07-03,"shillington","us","fireball"
2014-03-07,"shirley","us","fireball"
1999-10-20,"shoreline","us","fireball"
2007-11-13,"shoreline","us","fireball"
2009-09-12,"shorewood","us","fireball"
2013-11-05,"show low","us","fireball"
2000-08-29,"shropham norfolk (uk/england)","","fireball"
2000-08-30,"shropham norfolk (uk/england)","","fireball"
2010-07-09,"sibiu (romania)","","fireball"
2013-09-06,"sicklerville","us","fireball"
2000-01-02,"sierra madre","us","fireball"
2012-05-15,"siesta key","us","fireball"
2012-06-16,"siesta key","us","fireball"
2011-01-19,"siler city","us","fireball"
2001-01-11,"silesia","us","fireball"
2004-01-21,"silver city","us","fireball"
2007-11-08,"silver spring","us","fireball"
2000-07-17,"silverdale","us","fireball"
1998-09-25,"silverdale (near seattle) across from nsb bangor (trident su","","fireball"
2012-07-01,"simberi island (papua/new guinea)","","fireball"
2000-03-12,"simi valley","us","fireball"
2001-03-09,"simi valley","us","fireball"
1978-08-15,"simi valley","us","fireball"
2009-08-15,"simi valley","us","fireball"
2005-09-22,"simi valley","us","fireball"
1999-11-16,"simpsonville","us","fireball"
2012-07-31,"simpsonville","us","fireball"
2012-08-04,"simpsonville","us","fireball"
2001-08-12,"singapore","","fireball"
1995-10-25,"sion mills (northern ireland)","","fireball"
2004-01-20,"sioux city","us","fireball"
2000-05-29,"sioux falls","us","fireball"
1993-06-13,"sioux falls","us","fireball"
2010-08-06,"sioux falls","us","fireball"
2004-09-02,"sisseton","us","fireball"
2010-06-25,"sissonville","us","fireball"
1965-07-15,"sistersville","us","fireball"
2003-02-01,"skudai (malaysia)","","fireball"
2002-10-07,"sky city","","fireball"
2007-08-12,"slades corners","us","fireball"
2013-04-06,"slidell","us","fireball"
2012-03-10,"smithfield","us","fireball"
2001-10-15,"smiths ferry","us","fireball"
1999-12-11,"smithton","us","fireball"
2011-07-04,"smithton","us","fireball"
2012-05-27,"smithville","us","fireball"
2007-01-06,"smoaks","us","fireball"
2000-03-09,"smyrna","us","fireball"
2008-04-01,"smyrna","us","fireball"
2000-07-31,"snohomish","us","fireball"
2012-04-22,"snow lake (canada)","","fireball"
2013-11-28,"sobieski","us","fireball"
2008-10-28,"solavang","","fireball"
1975-08-15,"solomon","us","fireball"
2013-03-22,"solon","us","fireball"
2008-10-24,"solvang","us","fireball"
2011-10-31,"somers point","us","fireball"
2013-10-03,"somerset","us","fireball"
2009-09-14,"somersworth","us","fireball"
2000-11-12,"somerville","us","fireball"
2005-05-21,"son en breugel (netherlands)","","fireball"
2005-10-30,"sonoma","us","fireball"
2006-07-15,"sonoma","us","fireball"
2006-07-29,"sonoma","us","fireball"
2012-09-21,"sonoma","us","fireball"
2006-07-19,"sonora","us","fireball"
1998-09-10,"sophia","us","fireball"
2006-05-20,"soso","us","fireball"
2012-08-17,"south bend","us","fireball"
2013-09-07,"south bend","us","fireball"
2008-10-31,"south gate","us","fireball"
2013-05-11,"south gate","us","fireball"
2003-05-23,"south gate","us","fireball"
2013-09-22,"south hamiltion","","fireball"
2009-03-29,"south hill","us","fireball"
2012-05-26,"south lake tahoe","us","fireball"
1999-11-16,"south lyon","us","fireball"
1999-11-16,"south lyon","us","fireball"
1999-09-07,"south miami","us","fireball"
2010-04-10,"south ockendon (uk/england)","gb","fireball"
2013-11-25,"south orange","us","fireball"
2005-11-03,"south pasadena","us","fireball"
2006-08-03,"south pasadena","us","fireball"
2005-09-04,"south pasadena","us","fireball"
1999-11-16,"south point","us","fireball"
2013-08-23,"south portland","us","fireball"
1995-07-15,"south prarie","","fireball"
1999-07-24,"south shields (uk/england)","gb","fireball"
2013-05-18,"south yarmouth","us","fireball"
2013-05-26,"southampton","us","fireball"
2012-08-14,"southampton (canada)","ca","fireball"
2013-07-01,"southaven","us","fireball"
2012-01-09,"southbury","us","fireball"
2009-05-09,"southend-on-sea (uk/england)","gb","fireball"
1999-07-15,"southern utah (mouth of muddy creek)","","fireball"
2000-10-15,"southgate","us","fireball"
2007-05-15,"southington","us","fireball"
2007-06-30,"southington","us","fireball"
2007-10-19,"southlake","us","fireball"
2012-06-16,"southold","us","fireball"
2000-03-24,"southport","us","fireball"
2008-03-05,"southport","us","fireball"
2010-08-06,"southport","us","fireball"
2012-09-02,"southwick beach state park","","fireball"
2009-07-01,"sozopol (bulgaria)","","fireball"
2011-07-04,"spanaway","us","fireball"
2012-07-04,"spanaway","us","fireball"
2013-07-04,"spanaway","us","fireball"
2013-08-16,"sparta","us","fireball"
1998-10-26,"spencer","us","fireball"
2013-07-04,"spencer","us","fireball"
1995-10-15,"split (in former yugoslavia)","","fireball"
1998-12-14,"spokane","us","fireball"
2005-12-16,"spokane","us","fireball"
2011-12-23,"spokane","us","fireball"
2011-12-23,"spokane","us","fireball"
1998-12-30,"spokane","us","fireball"
2011-12-31,"spokane","us","fireball"
2007-04-07,"spokane","us","fireball"
2005-05-05,"spokane","us","fireball"
2013-06-15,"spokane","us","fireball"
2013-07-05,"spokane","us","fireball"
1999-09-11,"spokane","us","fireball"
1999-09-21,"spokane","us","fireball"
2003-09-22,"spokane","us","fireball"
1998-10-28,"spokane (i-90 from mile 238 eastbound&#44 over)","us","fireball"
2011-07-03,"spokane (spokane river; muncies marina)","us","fireball"
2013-02-18,"spokane county","us","fireball"
2011-07-06,"spokane county (on i-90; westbound)","us","fireball"
2012-12-08,"spokane valley","us","fireball"
2008-10-26,"spotsylvania","us","fireball"
2007-01-27,"spotsylvania","us","fireball"
2008-02-19,"sprague","us","fireball"
1999-06-07,"spranger (near&#44 5 mi. east of interstate 25)","","fireball"
2014-03-28,"spring","us","fireball"
1999-01-09,"spring branch","us","fireball"
2011-06-17,"spring city","us","fireball"
1970-08-20,"spring city","us","fireball"
2014-02-01,"spring hill","us","fireball"
2010-08-30,"spring hill","us","fireball"
1998-04-11,"spring valley","us","fireball"
2007-04-04,"spring valley","us","fireball"
2007-07-04,"spring valley","us","fireball"
2011-12-03,"springboro","us","fireball"
2013-08-24,"springboro","us","fireball"
2013-06-27,"springdale","us","fireball"
2002-10-11,"springfield","us","fireball"
2008-10-31,"springfield","us","fireball"
2013-01-10,"springfield","us","fireball"
1999-11-16,"springfield","us","fireball"
2001-11-03,"springfield","us","fireball"
2000-12-11,"springfield","us","fireball"
2002-02-09,"springfield","us","fireball"
2004-03-15,"springfield","us","fireball"
2001-05-24,"springfield","us","fireball"
2012-05-26,"springfield","us","fireball"
2009-05-08,"springfield","us","fireball"
2012-05-08,"springfield","us","fireball"
2009-06-13,"springfield","us","fireball"
2013-06-29,"springfield","us","fireball"
2013-07-27,"springfield","us","fireball"
2010-07-04,"springfield","us","fireball"
2012-07-04,"springfield","us","fireball"
2012-07-04,"springfield","us","fireball"
2012-07-04,"springfield","us","fireball"
2012-07-04,"springfield","us","fireball"
2013-07-04,"springfield","us","fireball"
2012-07-08,"springfield","us","fireball"
2013-08-23,"springfield","us","fireball"
2008-09-17,"springfield","us","fireball"
2002-09-23,"springfield","us","fireball"
1999-11-05,"springfield (14 mi. s of&#44 near highlandville)","us","fireball"
2008-01-15,"springhill","us","fireball"
2005-07-30,"springport","us","fireball"
2010-07-10,"springwater","us","fireball"
2007-02-21,"spruce pine","us","fireball"
2012-03-08,"squamish (canada)","ca","fireball"
2009-02-13,"st. albans","us","fireball"
2006-12-08,"st. ann","us","fireball"
1965-01-01,"st. ansgar","us","fireball"
2006-10-25,"st. augustine","us","fireball"
2009-03-06,"st. augustine","us","fireball"
2008-04-19,"st. augustine","us","fireball"
2012-07-12,"st. augustine","us","fireball"
2012-09-03,"st. augustine","us","fireball"
2010-05-24,"st. catharines (canada)","ca","fireball"
2011-07-01,"st. catharines (canada)","ca","fireball"
2012-07-01,"st. catharines (canada)","ca","fireball"
2013-07-21,"st. catharines (canada)","ca","fireball"
2005-11-01,"st. charles","us","fireball"
2012-01-11,"st. charles","us","fireball"
1998-12-14,"st. charles","us","fireball"
2007-07-12,"st. charles","us","fireball"
2011-07-04,"st. charles","us","fireball"
2012-11-15,"st. clair shores","","fireball"
2010-07-17,"st. cloud","us","fireball"
2012-09-28,"st. cloud","us","fireball"
2006-12-26,"st. george","us","fireball"
2006-12-27,"st. george","us","fireball"
2012-04-21,"st. george","us","fireball"
2012-08-31,"st. george","us","fireball"
2012-06-07,"st. george island","","fireball"
2011-07-03,"st. joseph","us","fireball"
2011-10-15,"st. louis","us","fireball"
2005-10-28,"st. louis","us","fireball"
1999-11-16,"st. louis","us","fireball"
2010-01-01,"st. louis","us","fireball"
2000-12-17,"st. louis","us","fireball"
2004-03-30,"st. louis","us","fireball"
2014-05-01,"st. louis","us","fireball"
2001-05-21,"st. louis","us","fireball"
2014-05-06,"st. louis","us","fireball"
2012-07-12,"st. louis","us","fireball"
2011-07-19,"st. louis","us","fireball"
2013-07-25,"st. louis","us","fireball"
2000-07-04,"st. louis","us","fireball"
1964-08-15,"st. louis","us","fireball"
1999-11-16,"st. louis (fenton)","us","fireball"
1999-11-16,"st. louis (metro area)","us","fireball"
2011-11-25,"st. louis park","us","fireball"
2012-09-01,"st. louis park","us","fireball"
2009-08-21,"st. marys","us","fireball"
1998-10-01,"st. paul","us","fireball"
1997-11-28,"st. paul","us","fireball"
2012-06-01,"st. paul","us","fireball"
2006-03-26,"st. paul park","us","fireball"
2012-07-14,"st. pete beach","us","fireball"
2012-07-14,"st. pete beach","us","fireball"
1999-11-16,"st. peters","us","fireball"
2013-07-27,"st. peters","us","fireball"
2009-10-03,"st. petersburg","us","fireball"
2011-11-15,"st. petersburg","us","fireball"
2000-05-28,"st. petersburg","us","fireball"
2013-07-06,"st. petersburg","us","fireball"
2012-09-15,"st. petersburg","us","fireball"
2012-07-05,"st. robert","us","fireball"
2012-11-01,"st. simons island","us","fireball"
2012-01-19,"st. stephen","us","fireball"
2013-08-09,"st. thomas (canada)","ca","fireball"
1998-06-20,"st.helens","","fireball"
2012-11-17,"stafford","us","fireball"
2012-05-19,"stafford","us","fireball"
2008-11-23,"staffordshire (uk/england)","gb","fireball"
2012-11-16,"stamford","us","fireball"
2013-05-10,"stamford","us","fireball"
2012-07-07,"stamford","us","fireball"
2001-09-06,"stamford","us","fireball"
2013-04-07,"stanardsville","us","fireball"
2003-03-15,"stanton","us","fireball"
2013-05-27,"stanton","us","fireball"
2009-08-16,"stanwood","us","fireball"
2000-07-08,"stanwood - i-5 corridor","","fireball"
2011-07-04,"star","us","fireball"
2008-12-31,"starks","us","fireball"
2005-09-15,"starks","us","fireball"
2000-08-09,"starkville","us","fireball"
2014-01-31,"state college","us","fireball"
2013-07-16,"state college","us","fireball"
1999-11-16,"state college (28 miles se of  on rt 322w)","us","fireball"
2013-03-22,"staten island","","fireball"
2012-06-23,"staten island","","fireball"
2012-07-21,"staten island","","fireball"
2012-08-02,"staten island","","fireball"
2011-09-20,"staten island","","fireball"
2004-02-08,"statesville","us","fireball"
2012-02-17,"statham","us","fireball"
2010-01-07,"ste-brigitte-de-laval (canada)","","fireball"
2013-05-11,"steamboat springs","us","fireball"
2001-07-16,"steamboat springs","us","fireball"
2002-04-27,"steeleville","us","fireball"
2005-07-30,"steger","us","fireball"
1998-09-26,"steilacoom","us","fireball"
2011-12-22,"sterling","us","fireball"
1999-11-16,"sterling heights","us","fireball"
1999-11-16,"sterling heights","us","fireball"
1999-01-15,"stevenage&#44 herts (uk/england)","","fireball"
2011-07-15,"stevens point","us","fireball"
2011-07-15,"stevens point","us","fireball"
2011-07-15,"stevens point","us","fireball"
2012-09-07,"stevens point","us","fireball"
2002-02-23,"stewartstown","us","fireball"
1968-07-15,"stillwater","us","fireball"
2003-07-27,"stillwater","us","fireball"
2012-08-09,"stillwater","us","fireball"
2013-01-01,"stockton","us","fireball"
1970-07-22,"stockton","us","fireball"
2008-08-02,"stockton","us","fireball"
1998-06-15,"stockton (east of)","us","fireball"
2013-05-30,"stockton on tees (uk/england","","fireball"
2009-04-13,"stoke-on-trent (uk/england)","gb","fireball"
2009-01-01,"stomberg (germany)","","fireball"
2011-07-30,"stone harbor","us","fireball"
2011-08-12,"stonelick park","","fireball"
1995-11-25,"stonglandseidet/m&oslash;lnelva (norway)","","fireball"
2004-03-07,"stony plain &amp; spruce grove (canada)","","fireball"
2014-02-01,"stoughton","us","fireball"
2012-07-28,"stoughton","us","fireball"
2011-08-11,"stowe","us","fireball"
2012-06-02,"strasburg","us","fireball"
2006-06-01,"stratford","us","fireball"
2010-09-06,"stratford","us","fireball"
2010-06-07,"stratford (canada)","ca","fireball"
2013-10-23,"stratham","us","fireball"
2011-11-23,"stratham","us","fireball"
2011-07-04,"streamwood","us","fireball"
1999-11-16,"strongsville  (suburb of cleveland)","us","fireball"
2010-01-01,"stroud (uk/england)","gb","fireball"
2013-07-06,"stroudsburg","us","fireball"
2012-11-22,"sts albans","","fireball"
2012-12-24,"stuart","us","fireball"
2012-03-01,"stuart","us","fireball"
2012-11-28,"studio city","us","fireball"
2013-10-21,"sugar land","us","fireball"
2012-12-21,"sugar land","us","fireball"
2010-07-04,"sultan","us","fireball"
1996-06-01,"summerlin/las vegas","","fireball"
2011-05-22,"summerville","us","fireball"
2012-05-29,"summerville","us","fireball"
1999-11-16,"sumner county","","fireball"
2008-06-16,"sun city","us","fireball"
2014-02-21,"sun city west","us","fireball"
1997-06-15,"sun city/menifee","","fireball"
2005-06-30,"sun valley","us","fireball"
2011-06-03,"sun valley","us","fireball"
2013-01-24,"sunerland","","fireball"
2010-04-13,"sunnyside","us","fireball"
2012-06-01,"sunnyvale","us","fireball"
2014-01-25,"sunrise","us","fireball"
1999-09-01,"sunriver","us","fireball"
2013-04-22,"superior","us","fireball"
2014-03-17,"surat (india)","","fireball"
2013-10-16,"surfside/myrtle beach","","fireball"
2005-10-29,"surprise","us","fireball"
2013-10-04,"surprise","us","fireball"
2011-03-18,"surprise","us","fireball"
2005-09-22,"surprise","us","fireball"
2001-01-05,"surrey (canada)","ca","fireball"
2012-12-30,"suwon (30 miles south of) (south korea)","","fireball"
2008-01-14,"swanburg","us","fireball"
2003-10-20,"swannanoa","us","fireball"
1982-10-01,"swartz creek","us","fireball"
2011-06-03,"swartz creek","us","fireball"
2010-08-30,"swartz creek","us","fireball"
1999-12-20,"sweden","","fireball"
2011-07-07,"swindon (uk/england)","gb","fireball"
2009-09-12,"swindon (uk/england)","gb","fireball"
2008-06-16,"swindon/didcott (uk/england)","","fireball"
1999-11-16,"sycamore","us","fireball"
2013-05-04,"sycamore","us","fireball"
2013-08-06,"sydenham (canada)","ca","fireball"
2007-03-31,"sydney (australia)","au","fireball"
2005-06-30,"sydney (australia)","au","fireball"
2008-02-19,"sydney (canada)","ca","fireball"
2013-03-17,"sydney (canada)","ca","fireball"
2005-07-13,"sydney (nsw&#44 australia)","au","fireball"
2002-08-15,"sydney (nsw&#44 australia)","au","fireball"
2004-08-01,"sydney (nsw)  (australia)","au","fireball"
2013-06-03,"sylmar","us","fireball"
2003-10-15,"sylvan beach","us","fireball"
2011-07-04,"sylvan grove","us","fireball"
2011-07-23,"sylvania","us","fireball"
2002-03-09,"syracuse","us","fireball"
2003-06-30,"syracuse","us","fireball"
2012-08-26,"syracuse","us","fireball"
2008-01-11,"t&oslash;nsberg (norway)","","fireball"
2012-06-06,"taber (canada)","ca","fireball"
2011-12-16,"tabriz","","fireball"
1999-10-03,"tacoma","us","fireball"
2004-12-18,"tacoma","us","fireball"
2005-01-22,"tacoma","us","fireball"
2013-03-10,"tacoma","us","fireball"
1998-03-14,"tacoma","us","fireball"
2010-03-05,"tacoma","us","fireball"
2013-06-21,"tacoma","us","fireball"
2012-07-04,"tacoma","us","fireball"
2013-08-20,"tacoma","us","fireball"
2013-08-20,"tacoma","us","fireball"
2007-09-01,"tacoma","us","fireball"
2000-09-06,"tacoma","us","fireball"
2012-07-27,"tacoma (northeast area)","us","fireball"
2013-08-18,"tacoma (northeast of)","us","fireball"
1998-09-23,"tacoma (southwest of)","us","fireball"
2010-07-04,"taholah","us","fireball"
2012-08-13,"taipei","","fireball"
2002-09-15,"talbot/boswell/chase/oxford","","fireball"
2012-12-12,"talihina","us","fireball"
2013-10-26,"tallahassee","us","fireball"
2006-03-30,"tallahassee","us","fireball"
2011-09-04,"tama","us","fireball"
2014-04-24,"tamarac","us","fireball"
2012-01-01,"tampa","us","fireball"
2013-11-03,"tampa","us","fireball"
2012-11-07,"tampa","us","fireball"
2011-12-13,"tampa","us","fireball"
2012-12-24,"tampa","us","fireball"
2012-12-24,"tampa","us","fireball"
2004-01-26,"tampa","us","fireball"
1999-07-07,"tampa","us","fireball"
2011-08-06,"tampa","us","fireball"
2012-09-23,"tampa","us","fireball"
1976-11-15,"taunton","us","fireball"
2013-11-16,"taunton","us","fireball"
2012-07-21,"taunton","us","fireball"
2012-07-30,"tawas city","us","fireball"
2012-01-06,"taylor","us","fireball"
2012-06-14,"taylor","us","fireball"
2009-11-13,"taylor mill","us","fireball"
2013-12-31,"taylors","us","fireball"
2008-10-24,"tazewell","us","fireball"
2009-05-22,"tbilisi (georgia)","","fireball"
1998-03-24,"teague","us","fireball"
2012-08-24,"tecumseh (canada)","ca","fireball"
1959-12-30,"tehachapi","us","fireball"
2006-02-07,"tel aviv (israel)","","fireball"
2010-09-04,"telford (shropshire) (uk/england)","gb","fireball"
2002-10-05,"temecula","us","fireball"
2000-01-02,"temecula","us","fireball"
2010-12-31,"temecula","us","fireball"
2011-01-06,"temecula","us","fireball"
2011-07-01,"temecula","us","fireball"
2010-07-24,"temecula","us","fireball"
2011-08-21,"temecula","us","fireball"
2012-06-14,"temiscaming (canada)","ca","fireball"
2012-12-31,"tempe","us","fireball"
2012-02-04,"tempe","us","fireball"
2009-06-23,"tempe","us","fireball"
2004-08-11,"temple city","us","fireball"
2013-12-29,"tequesta","us","fireball"
2013-02-27,"tequesta","us","fireball"
1997-07-22,"tequesta","us","fireball"
2010-11-04,"terlingua","us","fireball"
2002-07-29,"terrace (canada)","ca","fireball"
1999-11-16,"terre haute","us","fireball"
2011-11-08,"terre haute","us","fireball"
2005-02-25,"terre haute","us","fireball"
2005-08-21,"terre haute","us","fireball"
2009-09-05,"terre haute","us","fireball"
1990-12-15,"tete jaune cache (canada)","","fireball"
2001-08-16,"texarkana","us","fireball"
2009-09-21,"thame (uk/england)","gb","fireball"
1981-06-01,"the dalles","us","fireball"
2013-07-25,"the dalles","us","fireball"
1998-08-14,"the dalles","us","fireball"
2011-09-11,"the dalles","us","fireball"
2002-08-20,"the pas (canada)","ca","fireball"
1996-10-01,"the woodlands","us","fireball"
2014-04-25,"theodore","us","fireball"
NA,"thibodaux","us","fireball"
1958-06-30,"thibodaux","us","fireball"
2000-07-14,"thibodaux","us","fireball"
2010-11-17,"thomasville","us","fireball"
2013-07-30,"thompson","us","fireball"
2010-09-22,"thompson (canada)","ca","fireball"
